Id,category,text
509,condiment,"""RecipeName"": ""Pear Salsa"",
""Ingredients"": [
""large unpeeled pear, chopped (1 1/2 cups)"",
""medium hot or mild yellow chili, chopped (2 tablespoons)"",
""medium green onions, chopped (2 tablespoons)"",
""tablespoons chopped fresh cilantro"",
""teaspoons grated lemon peel"",
""tablespoons lemon juice"",
""teaspoon salt""
],
""PrepMethods"": [
""Mix all ingredients in small glass or plastic bowl. Cover and refrigerate at least 1 hour to blend flavors but no longer than 24 hours.""
]
"
510,condiment,"""RecipeName"": ""Pear-Orange Conserve"",
""Ingredients"": [
""medium pears, cored and diced (6 cups)"",
""medium orange, seeded and chopped"",
""cups sugar"",
""cup chopped maraschino cherries"",
""cup chopped walnuts""
],
""PrepMethods"": [
""""""
Mix pears, orange and sugar in 2- to 3 1/2-quart slow cooker.

"""""",
""""""
Cover and cook on high heat setting 2 hours.

"""""",
""""""
Stir mixture. Cook uncovered on high heat setting 1 1/2 to 2 hours or until very thick. Stir in cherries and walnuts. Cool about 2 hours.

"""""",
""""""
Spoon conserve into container. Cover and store in refrigerator up to 3 weeks.

""""""
]
"
511,beverage,"""RecipeName"": ""Pecan Pie Milkshakes"",
""Ingredients"": [
""cups vanilla ice cream, slightly softened"",
""cup milk"",
""slice cold baked pecan pie, cut into chunks (from 9-inch pie)"",
""Sweetened whipped cream, if desired"",
""Toasted pecan halves or chopped pecans, if desired""
],
""PrepMethods"": [
""""""
In blender, place ice cream and milk. Cover and blend on high speed until smooth and creamy. Add pie chunks; cover and blend until smooth, stopping blender to scrape down sides if necessary.

"""""",
""""""
Pour into 2 glasses; top with sweetened whipped cream and pecans. Serve immediately.

""""""
]
"
512,appetizer,"""RecipeName"": ""Pepper Jack Cheese Ball"",
""Ingredients"": [
""cups shredded pepper Jack cheese (6 oz)"",
""cup shredded sharp Cheddar cheese (4 oz)"",
""packages (3 oz each) cream cheese, softened"",
""tablespoon lime juice"",
""teaspoon onion powder"",
""cup sliced ripe olives"",
""cup chopped fresh cilantro"",
""cup nacho-flavored tortilla chips, crushed"",
""Assorted crackers or tortilla chips""
],
""PrepMethods"": [
""In food processor, place cheeses, lime juice and onion powder. Cover; process until well mixed. Spoon into medium bowl. Stir in olives and cilantro."",
""Place crushed tortilla chips on waxed paper. Spoon cheese mixture onto chips. Roll to coat cheese ball with chips. Serve with crackers.""
]
"
513,condiment,"""RecipeName"": ""Pepperoncini Spread"",
""Ingredients"": [
""sun-dried tomato halves (not oil-packed)"",
""Boiling water"",
""cup fat-free sour cream"",
""tablespoon low-fat milk"",
""tablespoon grated reduced-fat Parmesan cheese blend"",
""pepperoncini, drained and stemmed"",
""ripe olives, chopped""
],
""PrepMethods"": [
""Cover tomato halves with boiling water; let stand 5 minutes. Drain and chop. Place sour cream, milk, cheese and pepperoncini in blender or food processor. Cover and blend 1 minute, stopping occasionally to scrape sides. Blend 1 minute longer or until smooth. Place in small bowl; stir in tomato and olives.""
]
"
514,appetizer,"""RecipeName"": ""Pepperoni Rounds"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""cup milk"",
""egg"",
""stick (6 oz) pepperoni, diced"",
""cup shredded mozzarella cheese (4 oz)"",
""cup tomato pasta sauce, heated""
],
""PrepMethods"": [
""Heat oven to 400°F. Spray cookie sheets with cooking spray. In medium bowl, stir Bisquick mix, milk and egg until blended. Stir in pepperoni and cheese."",
""Drop dough by rounded teaspoonfuls about 2 inches apart on cookie sheets."",
""Bake 8 to 10 minutes or until light golden brown. Immediately remove from cookie sheet to cooling rack. Serve with pasta sauce.""
]
"
515,condiment,"""RecipeName"": ""Peppery Red Wine Sauce"",
""Ingredients"": [
""tablespoons butter"",
""cup finely chopped shallots (3 medium)"",
""cup dry red wine (such as Merlot or Zinfandel) or nonalcoholic red wine"",
""cup beef broth (for homemade broth, see page 530)"",
""tablespoon balsamic vinegar"",
""teaspoons Dijon mustard"",
""teaspoon coarse ground black pepper""
],
""PrepMethods"": [
""In 8-inch skillet, melt 2 tablespoons of the butter over medium-high heat. Add shallots; cook 1 minute, stirring frequently.  Add wine; heat to boiling over high heat. Reduce heat to medium-high; cook until mixture coats back of metal spoon, 10 to 12 minutes."",
""Stir in broth. Heat to boiling. Reduced heat to medium-high; cook until mixture coats back of metal spoon and is slightly reduced, 8 to 10 minutes longer, stirring constantly."",
""With whisk, beat in remaining 4 tablespoons butter, 1 tablespoon at a time. Reduce heat to low. Beat in vinegar, mustard and pepper.""
]
"
516,dessert,"""RecipeName"": ""Perfect Baked Pie Crust"",
""Ingredients"": [
""cup Gold Medal™ all-purpose flour"",
""teaspoon salt"",
""cup plus 1 tablespoon shortening"",
""to 3 tablespoons cold water""
],
""PrepMethods"": [
""""""
Heat oven to 475°F. Mix flour and salt in medium bowl. Cut in shortening, using pastry blender (or pulling 2 table knives through ingredients in opposite directions), until particles are size of small peas. Sprinkle with cold water, 1 tablespoon at a time, tossing with fork until all flour is moistened and pastry almost leaves side of bowl (1 to 2 teaspoons more water can be added if necessary). Gather pastry into a ball. Shape into flattened round on lightly floured surface. Wrap flattened round of pastry in plastic wrap and refrigerate about 45 minutes or until dough is firm and cold, yet pliable. This allows the shortening to become slightly firm, which helps make the baked pastry more flaky. If refrigerated longer, let pastry soften slightly before rolling.Roll pastry, using floured rolling pin, into circle 2 inches larger than upside-down 9-inch glass pie plate. Fold pastry into fourths; place in pie plate. Unfold and ease into plate, pressing firmly against bottom and side.
Trim overhanging edge of pastry 1 inch from rim of pie plate. Fold and roll pastry under, even with plate; flute as desired. Prick bottom and side of pastry thoroughly with fork. Bake 8 to 10 minutes or until light brown; cool on wire rack. 
""""""
]
"
517,appetizer,"""RecipeName"": ""Pesto Bruschetta Loaf"",
""Ingredients"": [
""loaf (1 pound) French bread, cut horizontally in half"",
""cup pesto"",
""cup oil-packed sun-dried tomatoes, drained and coarsely chopped, or 1 small tomato, chopped (1/2 cup)"",
""cup shredded mozzarella cheese (4 ounces)""
],
""PrepMethods"": [
""Set oven control to broil. Place bread, cut sides up, on ungreased cookie sheet. Broil with tops 4 to 6 inches from heat about 1 minute or until lightly toasted."",
""Spread pesto on bread. Sprinkle with tomatoes and cheese. Broil 1 to 2 minutes or until cheese is melted.""
]
"
518,appetizer,"""RecipeName"": ""Pesto-Salmon Roulades"",
""Ingredients"": [
""package (6 oz) smoked salmon lox"",
""cup refrigerated basil pesto (from 7-oz container)"",
""cup drained roasted red bell peppers (from 7-oz jar), cut into thin strips"",
""roasted-garlic bagel chips (from 5.5-oz bag)""
],
""PrepMethods"": [
""Cut each salmon piece in half lengthwise so that it is about 3/4 inch wide. Spread each with about 1/2 teaspoon of the pesto; top with roasted bell pepper strip. Carefully roll up."",
""Place each roulade on bagel chip. Serve immediately.""
]
"
519,appetizer,"""RecipeName"": ""Pesto-Tomato Toast"",
""Ingredients"": [
""slices French bread, 1 inch thick"",
""cup basil pesto"",
""small tomato, seeded and chopped (1/2 cup)"",
""cup shredded mozzarella cheese (2 ounces)""
],
""PrepMethods"": [
""Heat oven to 375°F. Place bread on ungreased cookie sheet. Spread with pesto. Top with tomato. Sprinkle with cheese. "",
""Bake about 8 minutes or until hot and cheese is melted. ""
]
"
520,snack,"""RecipeName"": ""Philly Cheesesteak Chex Mix"",
""Ingredients"": [
""cups Wheat Chex™ cereal"",
""container (6 oz) French-fried onions"",
""cup cubed provolone cheese"",
""packages (3.25 oz each)  beef jerky nuggets, cut in half"",
""tablespoons cheese powder""
],
""PrepMethods"": [
""In large bowl, mix cereal and French-fried onions."",
""Just before serving, stir in cheese cubes and jerky."",
""Top with cheese powder.""
]
"
521,beverage,"""RecipeName"": ""Picnic Lemonade"",
""Ingredients"": [
""cans (12 oz each) frozen lemonade concentrate"",
""can (12 oz) frozen white grape juice concentrate"",
""cups cold water""
],
""PrepMethods"": [
""In large nonmetal container, mix all ingredients. Refrigerate until serving time."",
""Serve over ice.""
]
"
522,condiment,"""RecipeName"": ""Pico de Gallo"",
""Ingredients"": [
""roma (plum) tomatoes, diced"",
""small onion, diced"",
""jalapeño chili, seeded and finely chopped"",
""cup chopped fresh cilantro"",
""tablespoons lime juice"",
""teaspoon salt""
],
""PrepMethods"": [
""""""
Mix all ingredients. Let stand at room temperature 1 hour to blend flavors. Serve with Enchiladas or Shredded Beef Chili.

""""""
]
"
523,appetizer,"""RecipeName"": ""Pimiento-Cheese Spread Appetizers"",
""Ingredients"": [
""cup small whole pimiento-stuffed green olives (from 10-oz jar)"",
""cup shredded Cheddar cheese (4 oz)"",
""cup mayonnaise or salad dressing"",
""package (3 oz) cream cheese, softened"",
""Dash ground red pepper (cayenne)"",
""slices cocktail rye bread""
],
""PrepMethods"": [
""Reserve 16 whole olives for garnish. Chop remaining olives; place in medium bowl. Add Cheddar cheese, mayonnaise, cream cheese and red pepper; beat with electric mixer on medium speed until well blended."",
""Spread about 2 tablespoons cheese mixture on 8 of the bread slices. Top with remaining bread slices. Cut each sandwich diagonally in half."",
""Garnish each appetizer with 1 whole olive secured with a toothpick or decorative pick.""
]
"
524,beverage,"""RecipeName"": ""Pineapple Lime Punch"",
""Ingredients"": [
""cups sugar"",
""quarts cold water"",
""packages (0.13 oz each) lime-flavored unsweetened soft drink mix"",
""can (46 oz) pineapple juice, chilled"",
""bottle (1 liter) ginger ale (4 1/4 cups), chilled""
],
""PrepMethods"": [
""In large pitcher or punch bowl, stir together sugar and water until sugar is dissolved. Stir in remaining ingredients. Pour into glasses.""
]
"
525,beverage,"""RecipeName"": ""Pineapple Limeade"",
""Ingredients"": [
""cup sugar"",
""cups pineapple juice, chilled"",
""cup lime juice"",
""liters sparkling water, chilled"",
""Lime slice, if desired""
],
""PrepMethods"": [
""Mix sugar and juices in large plastic or glass pitcher. Pour half of mixture into another pitcher."",
""Just before serving, stir sparkling water into juice mixture. Serve over ice. Garnish with lime slices. ""
]
"
526,condiment,"""RecipeName"": ""Pineapple Salsa"",
""Ingredients"": [
""cups 1/2-inch pieces pineapple (1/2 medium)"",
""tablespoons chopped fresh cilantro or parsley"",
""tablespoons lime juice"",
""small red bell pepper, chopped (1/2 cup)"",
""small red onion, finely chopped (1/4 cup)"",
""small red chili, seeded and finely chopped (1/2 teaspoon)""
],
""PrepMethods"": [
""Mix all ingredients in glass or plastic bowl."",
""Cover and refrigerate at least 1 hour to blend flavors.""
]
"
527,condiment,"""RecipeName"": ""Pineapple-Apricot Jam"",
""Ingredients"": [
""jar (6 ounces) maraschino cherries, drained and 1/3 cup syrup reserved"",
""can (20 ounces) crushed pineapple in syrup, undrained"",
""ounces dried apricots, cut into fourths (about 1 cup)"",
""cup water"",
""cups sugar"",
""tablespoons lemon juice"",
""pouch (3 ounces) liquid fruit pectin (from 6-ounce package)""
],
""PrepMethods"": [
""Chop cherries; set aside. Heat reserved cherry syrup, the pineapple, apricots and water to boiling in Dutch oven, stirring occasionally; reduce heat. Cover and simmer about 10 minutes, stirring occasionally, until apricots are tender."",
""Stir in sugar, lemon juice and cherries. Heat to rolling boil over high heat, stirring occasionally. Boil and stir 1 minute; remove from heat. Stir in pectin."",
""Immediately pour mixture into hot, sterilized jars or freezer containers, leaving 1/2-inch headspace. Wipe rims of jars. Seal immediately; cool. Refrigerate or freeze up to 3 months. Thaw before serving.""
]
"
528,beverage,"""RecipeName"": ""Pineapple-Orange Colada"",
""Ingredients"": [
""cups fresh pineapple chunks or 1 can (20 ounces) pineapple chunks in juice, drained"",
""cup frozen piña colada concentrate or Pineapple juice"",
""cups orange sherbet""
],
""PrepMethods"": [
""Place all ingredients in blender."",
""Cover and blend on high speed, stopping blender to scrape sides if necessary, until smooth. ""
]
"
529,beverage,"""RecipeName"": ""Pink Cabana"",
""Ingredients"": [
""cup milk"",
""cup pineapple juice"",
""cup orange-flavored liqueur"",
""bag (7.6 oz) Yoplait® Frozen Smoothie strawberry banana""
],
""PrepMethods"": [
""In blender, place milk, pineapple juice, liqueur and contents of Yoplait® Frozen Smoothie bag. Cover; blend on high speed 1 minute to 1 minute 30 seconds, stopping blender to scrape down sides as necessary, until smooth. Pour into glasses.""
]
"
530,beverage,"""RecipeName"": ""Pink Coconut Chiller"",
""Ingredients"": [
""cups coconut water"",
""cups ice cubes"",
""tablespoons (1 oz) grenadine"",
""tablespoons (1 oz) fresh lemon juice""
],
""PrepMethods"": [
""In blender, place all ingredients. Cover; blend until well combined. Serve immediately.""
]
"
531,appetizer,"""RecipeName"": ""Pinto Beans and Roasted Red Pepper Empanadas"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""teaspoon salt"",
""cup shortening"",
""to 7 tablespoons ice water"",
""Milk"",
""cup canned pinto beans, drained, rinsed"",
""cup roasted red peppers, drained, chopped"",
""tablespoons finely chopped fresh cilantro"",
""cup shredded Cheddar-Jack with jalapeño peppers cheese blend (2 oz)"",
""cup packed fresh cilantro leaves"",
""teaspoons fresh lime juice"",
""cup mayonnaise"",
""cup sour cream"",
""clove garlic, cut in half""
],
""PrepMethods"": [
""In medium bowl, stir together flour and salt. Cut in shortening, using pastry blender (or pulling 2 table knives through mixture in opposite directions), until mixture is crumbly. Sprinkle with ice water, 1 tablespoon at a time, tossing with fork until all flour is moistened and pastry leaves side of bowl. Form dough into 2 disks; wrap each in plastic wrap. Refrigerate 30 minutes."",
""Heat oven to 450°F. Spray cookie sheet with cooking spray. In small bowl, mix filling ingredients."",
""On well-floured surface, roll out dough disks until 1/8 inch thick. Cut into 4-inch rounds. Reroll scraps; cut out enough dough to make 12 rounds. For each empanada, spoon about 2 tablespoons filling onto center of dough round. Moisten edge with water; fold dough over to form crescent shape. Press edge with fork to seal. Brush top lightly with milk. Place on cookie sheet."",
""Bake 20 minutes or until golden brown and crisp."",
""Meanwhile, in blender or food processor, place sauce ingredients. Cover; blend or process until thoroughly mixed. Spoon into serving bowl. Cover; refrigerate until serving. Serve sauce with warm empanadas.""
]
"
532,snack,"""RecipeName"": ""Pizza Nuts"",
""Ingredients"": [
""teaspoons vegetable oil"",
""tablespoon pizza seasoning"",
""teaspoon ground red pepper (cayenne)"",
""cups lightly salted dry-roasted peanuts""
],
""PrepMethods"": [
""In 12-inch skillet, heat oil over medium heat. Stir in pizza seasoning and red pepper. Stir in peanuts. "",
""Cook about 2 minutes, stirring constantly, until peanuts are evenly coated and hot. Cool slightly, about 10 minutes. Serve warm or cool. Store in airtight container up to 3 weeks.""
]
"
533,snack,"""RecipeName"": ""Politically Incorrect Chex Mix®"",
""Ingredients"": [
""bag (7 oz) Chex Mix® Chocolate dark chocolate snack mix"",
""chocolate-covered peppermint patties, unwrapped, cut into quarters"",
""cup chewy cinnamon-flavored candies"",
""cup candy-coated chocolate-covered peanut candies""
],
""PrepMethods"": [
""In medium bowl, mix all ingredients.""
]
"
534,snack,"""RecipeName"": ""Popcorn and Candy Cookie Bars"",
""Ingredients"": [
""roll (16 oz) Pillsbury™ Ready to Bake!™ refrigerated sugar cookies"",
""cups sugar"",
""cup water"",
""teaspoon kosher (coarse) salt"",
""cup whipping cream"",
""cups popped popcorn"",
""cups pretzel sticks, broken into pieces"",
""cups candy-coated milk chocolate candies"",
""cup salted peanuts"",
""Additional kosher (coarse) salt, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Spray cookie sheet with cooking spray or line with cooking parchment paper. Press cookie dough on cookie sheet."",
""In large saucepan, heat sugar, water and 1 teaspoon salt to boiling over medium-high heat. Boil without stirring until mixture is amber in color, about 8 to 12 minutes. Remove from heat; slowly pour in whipping cream (mixture will sputter)."",
""In large bowl, toss popcorn, pretzels, candies and peanuts. Drizzle with caramel mixture; stir until well coated. Firmly and evenly press mixture on cookie dough. Sprinkle with additional salt."",
""Bake 20 to 25 minutes or until cookie layer is baked. Cool completely. Cut into 4 rows by 3 rows.""
]
"
535,dessert,"""RecipeName"": ""Praline Ice-Cream Puffs"",
""Ingredients"": [
""cup water"",
""cup butter or margarine"",
""cup Gold Medal™ all-purpose flour"",
""eggs"",
""pints vanilla ice cream (12 scoops)"",
""jar (12.5 ounces) caramel topping"",
""cup chopped pecans""
],
""PrepMethods"": [
""Heat oven to 400°F. "",
""Heat water and butter to rolling boil in 2 1/2-quart saucepan. Stir in flour; reduce heat to low. Stir vigorously about 1 minute or until mixture forms a ball;  remove from heat. Beat in eggs, all at once; continute beating until smooth. Drop dough by scant 1/4 cupfuls about 3 inches apart onto ungreased cookie sheet. "",
""Bake 35 to 40 minutes or until puffed and golden. Cool away from draft, about 30 minutes. Cut off top third of each puff and pull out any strands of soft dough."",
""Fill puffs with ice cream; replace tops. Cover and freeze until serving. Drizzle with caramel topping. Sprinkle with pecans. Store covered in freezer. ""
]
"
536,snack,"""RecipeName"": ""Puffball Crunch Chex Mix "",
""Ingredients"": [
""cups Rice Chex™ cereal"",
""tablespoons butter or margarine"",
""teaspoons salt-free original seasoning blend"",
""cups ranch-flavored rice crackers"",
""cups popped popcorn""
],
""PrepMethods"": [
""In large microwavable bowl, place cereal."",
""In small microwavable bowl, microwave butter uncovered on High 30 to 40 seconds or until melted. Stir in seasoning blend. Pour over cereal; stir until evenly coated. Stir in crackers and popcorn."",
""Microwave uncovered on High 3 to 4 minutes, thoroughly stirring every minute or just until cereal begins to lightly brown. Spread on paper towels to cool. Store in airtight container.""
]
"
537,dessert,"""RecipeName"": ""Pumpkin Bread Pudding"",
""Ingredients"": [
""cup packed brown sugar"",
""teaspoon ground cinnamon"",
""teaspoon ground nutmeg"",
""cups milk"",
""teaspoon vanilla"",
""can (15 ounces) pumpkin (not pumpkin pie mix)"",
""eggs"",
""cups bread cubes"",
""cup currants"",
""cup chopped pecans"",
""pecan halves"",
""Cream or ice cream, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Grease bottom and side of springform pan, 10x3 inches. "",
""Mix all ingredients except bread cubes, currants and pecans in large bowl until well blended. Stir in bread cubes, currants and chopped pecans. Let mixture stand 10 minutes; spoon into springform pan. Arrange pecan halves on top of pudding. "",
""Bake 50 to 60 minutes or until knife inserted in center comes out clean. Let stand 10 minutes; remove side of pan. Serve warm with cream. Refrigerate any remaining pudding. ""
]
"
538,condiment,"""RecipeName"": ""Pumpkin Butter"",
""Ingredients"": [
""cups canned pumpkin (not pumpkin pie mix)"",
""cups packed brown sugar"",
""cup granulated sugar"",
""tablespoon fresh lemon juice"",
""teaspoon vanilla"",
""teaspoon ground cinnamon"",
""teaspoon ground allspice"",
""teaspoon salt""
],
""PrepMethods"": [
""In 4-quart saucepan, mix pumpkin, brown sugar, granulated sugar and lemon juice. Heat to simmering over medium-low heat, stirring occasionally to keep mixture from sticking to bottom of pan. Simmer uncovered 30 minutes, stirring often, until mixture coats back of spoon. Remove from heat; stir in vanilla, cinnamon, allspice and salt. Cool completely."",
""Pour into storage containers; cover tightly. Store in refrigerator.""
]
"
539,snack,"""RecipeName"": ""Pumpkin Party Mix"",
""Ingredients"": [
""cups Kix® cereal"",
""cups small square pretzels"",
""cups teddy bear-shaped chocolate graham snacks"",
""cup freeze-dried cinnamon apples"",
""cup candy-coated peanut butter pieces"",
""box (7.5 oz) crunchy caramel-coated popcorn with peanuts""
],
""PrepMethods"": [
""In large bowl, mix all ingredients. Store in airtight container.""
]
"
540,snack,"""RecipeName"": ""Pumpkin Seed Popcorn Snack Mix"",
""Ingredients"": [
""cups unsalted plain popped popcorn"",
""cup unsalted pumpkin seeds (pepitas)"",
""cup butter or margarine"",
""cup packed brown sugar"",
""cup light corn syrup"",
""teaspoon chili powder"",
""teaspoon salt"",
""teaspoon ground cumin"",
""teaspoon ground cinnamon"",
""teaspoon ground red pepper (cayenne)""
],
""PrepMethods"": [
""Heat oven to 250°F. Spray 17x12-inch half-sheet pan with cooking spray. In large bowl, mix popcorn and pumpkin seeds; set aside."",
""""""
In 2-quart saucepan, melt butter over medium-low heat; stir in brown sugar and corn syrup. Heat to boiling over medium heat; boil 2 minutes. Stir in chili powder, salt, cumin, cinnamon and red pepper. Pour over popcorn mixture; stir to coat completely. Spread mixture in pan.

"""""",
""Bake uncovered 30 minutes, stirring occasionally. Cool completely in pan on cooling rack.""
]
"
541,snack,"""RecipeName"": ""Pumpkin Spice Chex Mix"",
""Ingredients"": [
""cup brown sugar"",
""tablespoon pumpkin pie spice"",
""cup butter"",
""teaspoons vanilla"",
""cups Cinnamon Chex™  cereal"",
""cups Wheat Chex™ cereal"",
""cups Honey Nut Chex™ cereal"",
""oz pecans""
],
""PrepMethods"": [
""In  small bowl, mix brown sugar and pumpkin pie spice; set aside. In small microwave-safe dish, microwave butter on High about 30 seconds or until melted. Stir in vanilla. In large microwavable bowl, mix all cereals and pecans. Pour butter mixture over cereal mixture, stirring until evenly distributed. Add sugar and spice mixture and stir until coated. "",
""Microwave uncovered on High 5 minutes or until mixture begins to brown, stirring every minute. Spread on wax paper or a cookie sheet to cool. Store in airtight container.""
]
"
542,beverage,"""RecipeName"": ""Pumpkin Spice Hot Toddy"",
""Ingredients"": [
""cup boiling water"",
""cup pineapple juice"",
""cup sugar-free apple juice"",
""oz (1/4 cup) rum"",
""oz (1/4 cup) butterscotch-flavored schnapps"",
""tablespoons canned pumpkin (not pumpkin pie mix)"",
""teaspoon pumpkin pie spice"",
""Cinnamon sticks or additional pumpkin pie spice, if desired""
],
""PrepMethods"": [
""In 1-quart saucepan, beat all ingredients except cinnamon sticks with whisk until well mixed. Heat just to boiling."",
""Divide mixture evenly between 2 large mugs. Garnish each with cinnamon stick or a sprinkle of pumpkin pie spice.""
]
"
543,snack,"""RecipeName"": ""Pumpkin-Spice Cookie Granola"",
""Ingredients"": [
""roll (16.5 oz) Pillsbury™ refrigerated sugar cookie dough"",
""teaspoon pumpkin pie spice"",
""cups old-fashioned oats"",
""cup roasted salted hulled pumpkin seeds (pepitas)"",
""cup chopped pecans"",
""cup pistachio nuts"",
""cup sweetened dried cranberries"",
""cup white vanilla baking chips (6 oz)""
],
""PrepMethods"": [
""Heat oven to 325°F. Line 2 large cookie sheets with sides with foil. Let cookie dough stand at room temperature 10 minutes to soften."",
""In large bowl, mix cookie dough and pumpkin pie spice. Add oats, pumpkin seeds, pecans and pistachio nuts; knead into dough until well blended. Crumble mixture evenly onto cookie sheets."",
""Bake 17 to 22 minutes, stirring every 5 minutes and rotating cookie sheets halfway through baking, until light golden brown. Cool completely on cookie sheets, about 30 minutes."",
""Break granola into smaller pieces if necessary. In large bowl, mix granola, cranberries and white chips. Store tightly covered at room temperature.""
]
"
544,dessert,"""RecipeName"": ""Rainbow Cookie Bars"",
""Ingredients"": [
""pouch (1 lb 1.5 oz) Betty Crocker™ sugar cookie mix"",
""cup butter or margarine, softened"",
""egg"",
""container (12 oz) Betty Crocker™ Whipped fluffy white frosting"",
""""""small gold foil baking cup for ""pot of gold"""""""",
""""""small yellow or gold jelly beans to fill ""pot of gold"""""""",
""Jelly beans for rainbow (25 to 55 each of red, orange, yellow, green, blue, purple)""
],
""PrepMethods"": [
""Heat oven to 350°F. Line 13x9-inch pan with foil, extending foil over edges of pan. In medium bowl, stir cookie mix, butter and egg until soft dough forms. Press dough into pan evenly with floured fingers."",
""Bake 20 to 25 minutes or until edge is light golden brown. Cool 15 minutes in pan on wire rack. Pick up foil edges and carefully remove cookie from pan to cooling rack; cool 15 minutes. Turn cookie upside down onto another cooling rack; remove foil. Place cookie on large serving platter."",
""Spread frosting on top and sides of cookie. Place foil baking cup in one corner of cookie; fill with yellow jelly beans. Arrange remaining jelly beans on cookie to look like a rainbow. For 12 bars, cut into 4 rows by 3 rows.""
]
"
545,snack,"""RecipeName"": ""Ranch Chex Mix"",
""Ingredients"": [
""cups MultiGrain Cheerios™ cereal"",
""cups Multi-Bran Chex™ cereal"",
""cups popped popcorn"",
""tablespoons butter or margarine, melted*"",
""cup grated Parmesan cheese"",
""package (1 ounce) ranch dressing mix""
],
""PrepMethods"": [
""Heat oven to 325°. Mix cereals and popcorn in large resealable plastic food-storage bag. Drizzle with butter. Seal bag; shake."",
""Add cheese and dressing mix. Seal bag; shake well. Pour into large roasting pan."",
""Bake 15 minutes, stirring after 10 minutes. Cool; store in airtight container or plastic food-storage bag.""
]
"
546,appetizer,"""RecipeName"": ""Ranch-Parmesan Cheese Toasts"",
""Ingredients"": [
""hot dog buns, split"",
""cup ranch dressing"",
""medium green onions, chopped (1/3 cup)"",
""cup grated Parmesan cheese""
],
""PrepMethods"": [
""Set oven control to broil. Place buns, cut sides up, on ungreased cookie sheet. Spread dressing on buns. Sprinkle with onions and cheese."",
""Broil with tops 4 to 6 inches from heat about 1 minute or until topping begins to bubble.""
]
"
547,dessert,"""RecipeName"": ""Raspberry Bread Pudding"",
""Ingredients"": [
""cups 2-inch cubes day-old bread (5 to 7 slices)"",
""cup raspberries"",
""cup raisins"",
""cups low-fat milk"",
""cup fat-free cholesterol-free egg product"",
""tablespoons packed brown sugar"",
""teaspoon vanilla"",
""teaspoon ground cinnamon"",
""teaspoon ground nutmeg""
],
""PrepMethods"": [
""Heat oven to 350°F. Spray square baking dish, 8x8x2 inches, with cooking spray. "",
""Mix all ingredients; let stand 15 minutes. Spread mixture in baking dish."",
""Place baking dish in rectangular pan, 13x9x2 inches, on oven rack. Pour boiling water into pan until 1 inch deep. Bake 25 to 30 minutes or until golden brown.""
]
"
548,beverage,"""RecipeName"": ""Raspberry Frost Sodas"",
""Ingredients"": [
""bottle (64 ounces) cranberry juice cocktail, chilled"",
""containers (1/2 gallon each) raspberry sherbet"",
""bottles (1 liter each) ginger ale, chilled""
],
""PrepMethods"": [
""Pour 1/4 cup cranberry juice in each of 24 short, wide glasses."",
""Place 1 scoop (about 1/2 cup) sherbet in each glass. Fill with ginger ale.""
]
"
549,beverage,"""RecipeName"": ""Raspberry Lemonade"",
""Ingredients"": [
""cup sugar"",
""cup water"",
""cup fresh lemon juice (about 4 lemons)"",
""cups water"",
""container (10 ounces) frozen raspberries in syrup, thawed"",
""cup water""
],
""PrepMethods"": [
""Mix sugar and 1/2 cup water in 1-quart saucepan. Cook over medium heat, stirring once, until sugar is dissolved. Cool to room temperature."",
""Mix cooled sugar syrup, the lemon juice and 3 1/2 cups water in 2-quart nonmetal pitcher. Place raspberries in strainer over small bowl to drain (do not press berries through strainer). Reserve berries for making ice cubes. Stir raspberry liquid into lemon mixture; refrigerate."",
""Spoon raspberries evenly into 12 sections of ice-cube tray. Divide 3/4 cup water evenly among sections with raspberries. Freeze about 2 hours or until firm. Serve lemonade over ice cubes.""
]
"
550,beverage,"""RecipeName"": ""Raspberry Oatmeal Smoothies"",
""Ingredients"": [
""cup old-fashioned oats"",
""banana"",
""cup Cascadian Farm™ frozen organic red raspberries"",
""container (6 oz) Yoplait® Original yogurt French vanilla"",
""cup cold water"",
""cup coconut milk (not cream of coconut)"",
""teaspoon vanilla""
],
""PrepMethods"": [
""In blender, place ingredients."",
""Cover; blend on high speed until smooth."",
""Pour into 2 glasses; serve immediately.""
]
"
551,beverage,"""RecipeName"": ""Raspberry Punch (Crowd Size)"",
""Ingredients"": [
""packages (10 ounces each) frozen raspberries, thawed and undrained"",
""can (6 ounces) frozen lemonade concentrate, thawed"",
""bottle (2 liters) ginger ale, chilled""
],
""PrepMethods"": [
""In 4-quart Dutch oven, cook raspberries over medium heat 10 minutes, stirring frequently; cool slightly. Push through strainer with large spoon to remove seeds. Refrigerate raspberry juice at least 2 hours."",
""In punch bowl or large pitcher, mix raspberry juice and lemonade concentrate. Stir in ginger ale. Serve immediately over ice.""
]
"
